Gene	Protein	Uniprot id	Pfam ID	Start End domain	Part of evolutionary analysis	classification (Fig 1C)
ENSG00000164244	ENSP00000421965	Q96M27	PF01931	263-383	1	Viral-binding non-PRDs
ENSG00000144355	ENSP00000354478	P56177	PF00046	129-185	1	PRD proteins
ENSG00000171174	ENSP00000306817	Q9H477	PF00294	15-314	1	Non-PRD proteins
ENSG00000166664	ENSP00000299847	Q494W8	PF02931;PF02932	15-140;147-397	0	Non-PRD proteins
ENSG00000085365	ENSP00000481022	O15126	PF04144	117-292	1	Non-PRD proteins
ENSG00000108946	ENSP00000464977	P10644	PF00027;PF00027;PF02197	155-238;273-360;25-62	0	Viral-binding non-PRDs
ENSG00000166592	ENSP00000388744	P55042	PF00071	93-253	0	Non-PRD proteins
ENSG00000186136	ENSP00000334050	Q7RTR8	PF05296	1-303	0	Non-PRD proteins
ENSG00000107897	ENSP00000365049	Q5T8D3	PF00887	42-126	0	Viral-binding non-PRDs
ENSG00000258484	ENSP00000312284	Q6UW49	PF15754	20-338	0	Non-PRD proteins
ENSG00000175718	ENSP00000417451	Q8N7X1	PF00076	10-80	0	PRD proteins
ENSG00000137414	ENSP00000259963	Q9UBU6	PF06271	243-403	1	Viral-binding non-PRDs
ENSG00000076555	ENSP00000341044	O00763	PF02785;PF00364;PF01039;PF02786;PF00289;PF08326	650-758;895-961;1780-2334;417-616;259-379;962-1688	0	Viral-binding non-PRDs
ENSG00000041353	ENSP00000262094	O00194	PF00071	11-183	0	Non-PRD proteins
ENSG00000096717	ENSP00000212015	Q96EB6	PF02146	261-447	0	Viral-binding non-PRDs
ENSG00000183313	ENSP00000330338	Q8NGH7	PF13853	49-328	0	Non-PRD proteins
ENSG00000213658	ENSP00000378845	O43561	PF15234	1-262	0	Viral-binding non-PRDs
ENSG00000134987	ENSP00000479950	Q8NI36	PF12894;PF04192;PF00400;PF00400	253-344;724-947;152-188;612-650	1	Inferred viral-binding PRDs
ENSG00000167244	ENSP00000391826	P01344	PF00049;PF00049;PF08365	30-62;54-84;112-166	1	Non-PRD proteins
ENSG00000278307	ENSP00000488110	A0A0J9YWT6	PF05296	1-298	0	Non-PRD proteins
ENSG00000112561	ENSP00000351742	B0QYS6	PF00010;PF11851;PF15951	250-303;335-487;18-176	0	Non-PRD proteins
ENSG00000147262	ENSP00000276218	Q8TDV5	PF00001	21-279	0	Non-PRD proteins
ENSG00000110104	ENSP00000227520	Q9H6F5	PF03879	236-342	1	Viral-binding non-PRDs
ENSG00000224143	ENSP00000399135	A0A0G2JRN8	PF00856;PF05033;PF13637;PF12796;PF12796;PF12796	761-867;638-742;463-517;366-460;453-527;528-593	0	Non-PRD proteins
ENSG00000106013	ENSP00000395595	C9JIJ7	PF12796;PF12796	29-122;129-220	0	Non-PRD proteins
ENSG00000171806	ENSP00000307975	O95568	PF13489	171-338	0	Non-PRD proteins
ENSG00000213123	ENSP00000324323	Q8WW35	PF03645	43-140	0	Non-PRD proteins
ENSG00000130787	ENSP00000253083	O75146	PF07651;PF01608;PF16515	30-299;862-1010;461-559	1	Viral-binding non-PRDs
ENSG00000196357	ENSP00000347234	Q8N9K5	PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF01352	207-229;235-257;263-285;291-313;319-341;347-369;375-397;403-425;431-453;459-481;487-509;45-86	0	Non-PRD proteins
ENSG00000101638	ENSP00000445492	O15466	PF00777	116-370	1	Non-PRD proteins
ENSG00000125355	ENSP00000310110	Q5JRV8	PF14967	7-349	1	Non-PRD proteins
ENSG00000092929	ENSP00000388093	Q70J99	PF00168;PF00168;PF10540	112-263;925-1039;830-894	1	Non-PRD proteins
ENSG00000166111	ENSP00000479104	Q8N4V2	PF00083;PF07690	66-347;376-542	1	Non-PRD proteins
ENSG00000154118	ENSP00000284262	Q8WXH2	PF02493;PF02493;PF02493;PF02493;PF02493;PF02493;PF02493;PF02493	15-37;39-60;61-80;83-104;107-129;130-152;288-310;311-333	0	Non-PRD proteins
ENSG00000144843	ENSP00000417430	P54922	PF03747	6-326	1	Non-PRD proteins
ENSG00000212907	ENSP00000354728	P03901	PF00420	3-98	0	Viral-binding non-PRDs
ENSG00000181656	ENSP00000314223	Q9GZN0	PF00001	48-336	0	Non-PRD proteins
ENSG00000166685	ENSP00000299886	Q8WTW3	PF08700	13-93	1	Viral-binding non-PRDs
ENSG00000275063	ENSP00000478289	P0DP08	PF07686	24-117	0	Non-PRD proteins
ENSG00000135372	ENSP00000257829	Q9H0A0	PF05127;PF08351;PF13725;PF13718	281-488;107-201;763-976;528-753	1	Viral-binding non-PRDs
ENSG00000273173	ENSP00000463201	Q9Y675	PF07192	2-70	0	Non-PRD proteins
ENSG00000132975	ENSP00000384932	P47775	PF00001	61-301	1	Non-PRD proteins
ENSG00000060709	ENSP00000495590	A0A2R8Y6Z0	PF07653;PF14604;PF14604	1108-1170;191-247;1215-1271	1	PRD proteins
ENSG00000104974	ENSP00000251372	O75019	PF13895;PF13895	28-118;325-419	0	Non-PRD proteins
ENSG00000124587	ENSP00000303511	Q13608	PF00004;PF00004	466-595;740-872	1	Non-PRD proteins
ENSG00000095203	ENSP00000363694	Q9H329	PF09379;PF09380;PF00373;PF08736	89-152;281-373;168-277;379-420	0	Non-PRD proteins
ENSG00000162777	ENSP00000350266	Q9H6A0	PF02141;PF03456;PF03455	149-333;73-141;404-452	1	Non-PRD proteins
ENSG00000177669	ENSP00000314196	Q96T53	PF03062	74-396	1	PRD proteins
ENSG00000129757	ENSP00000411552	P49918	PF02234	32-82	0	Non-PRD proteins
ENSG00000180667	ENSP00000326813	Q5VVQ6	PF02338	155-273	1	Non-PRD proteins
ENSG00000183580	ENSP00000423630	Q9UJT9	PF13516;PF13516;PF13516;PF13516;PF13516;PF00646	296-320;350-372;374-398;400-424;426-447;112-159	1	Non-PRD proteins
ENSG00000144837	ENSP00000273371	Q53H76	PF00151	15-336	1	Non-PRD proteins
ENSG00000160256	ENSP00000291634	Q9NSI2	PF15341	99-221	1	Viral-binding non-PRDs
ENSG00000221955	ENSP00000377112	A0AV02	PF00324	44-415	0	Viral-binding non-PRDs
ENSG00000176956	ENSP00000399485	O94772	PF00021	28-111	0	Non-PRD proteins
ENSG00000077009	ENSP00000472581	Q9NPI5	PF13238	5-162	0	Non-PRD proteins
ENSG00000244588	ENSP00000386414	Q9H4I0	PF04824;PF04825	500-553;1-106	0	Non-PRD proteins
ENSG00000166532	ENSP00000445863	Q9ULI2	PF08443	112-303	0	Non-PRD proteins
ENSG00000121966	ENSP00000386884	P61073	PF00001;PF12109	55-302;6-38	1	Viral-binding non-PRDs
ENSG00000109255	ENSP00000264218	P48645	PF02070	142-166	0	Viral-binding non-PRDs
ENSG00000173926	ENSP00000309141	Q86UD3	PF12906	71-116	1	Non-PRD proteins
ENSG00000006125	ENSP00000483185	P63010	PF01602;PF02883;PF09066	10-534;711-817;827-935	1	viral-binding PRDs
ENSG00000119013	ENSP00000410600	O43676	PF08122	42-98	0	Viral-binding non-PRDs
ENSG00000138079	ENSP00000260649	Q07837	PF00128	140-492	1	Non-PRD proteins
ENSG00000141456	ENSP00000301396	C9JFV4	PF08167;PF08166;PF08166	103-281;473-539;619-692	0	Viral-binding non-PRDs
ENSG00000163545	ENSP00000356125	Q9H093	PF00069	53-303	0	PRD proteins
ENSG00000152583	ENSP00000414856	Q14515	PF09289;PF00050;PF10591	433-454;456-509;512-650	1	Non-PRD proteins
ENSG00000101446	ENSP00000217428	P49223	PF00014	35-87	0	Non-PRD proteins
ENSG00000154764	ENSP00000285018	O00755	PF00110	40-349	1	Non-PRD proteins
ENSG00000106078	ENSP00000378912	O75128	PF09469;PF02205;PF02205;PF02205	144-235;1106-1136;1146-1176;1235-1258	0	Non-PRD proteins
ENSG00000161714	ENSP00000479636	Q8N3E9	PF00168;PF14788;PF00388;PF00387	660-769;201-250;339-483;528-642	1	Viral-binding non-PRDs
ENSG00000183347	ENSP00000359485	Q6ZN66	PF02263;PF02841	18-281;283-579	0	Viral-binding non-PRDs
ENSG00000070190	ENSP00000423602	Q9UN19	PF00169;PF00017	165-259;35-109	1	PRD proteins
ENSG00000151779	ENSP00000281513	A2RRP1	PF15492;PF08314;PF08314	90-371;726-1054;1014-1376	0	Viral-binding non-PRDs
ENSG00000281775	ENSP00000486740	A0A0G2JQF2	PF02971;PF04961;PF07837	181-324;339-420;4-179	0	Non-PRD proteins
ENSG00000166148	ENSP00000299178	P37288	PF00001;PF08983	68-348;372-418	1	Non-PRD proteins
ENSG00000258818	ENSP00000451624	P34096	PF00074	31-146	0	Viral-binding non-PRDs
ENSG00000136930	ENSP00000259457	Q99436	PF00227;PF12465	40-221;235-271	1	Viral-binding non-PRDs
ENSG00000183765	ENSP00000372023	O96017	PF00069;PF00498	220-486;113-192	0	Inferred viral-binding PRDs
ENSG00000255501	ENSP00000436691	P57730	PF00619	3-90	0	Non-PRD proteins
ENSG00000188000	ENSP00000492939	Q96RA2	PF13853	31-308	0	Non-PRD proteins
ENSG00000161298	ENSP00000292928	Q96SR6	PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF01352	296-318;324-346;352-374;380-402;408-430;436-458;464-486;494-514;520-542;6-47	0	Non-PRD proteins
ENSG00000118473	ENSP00000237247	Q9BQI5	PF10291	560-827	1	Non-PRD proteins
ENSG00000087299	ENSP00000267436	Q9H9P8	PF01266	50-456	1	Non-PRD proteins
ENSG00000148680	ENSP00000337949	P34969	PF00001	98-384	0	Non-PRD proteins
ENSG00000167615	ENSP00000478590	A0A087WUE4	PF03399	533-759	0	Viral-binding non-PRDs
ENSG00000120156	ENSP00000369375	Q02763	PF10430;PF07714;PF00041;PF00041;PF00041	24-118;824-1092;445-530;544-626;640-724	0	PRD proteins
ENSG00000138741	ENSP00000368966	Q13507	PF00520;PF08344	372-670;182-244	1	Non-PRD proteins
ENSG00000080824	ENSP00000335153	P07900	PF02518;PF00183	40-194;196-723	0	Viral-binding non-PRDs
ENSG00000180919	ENSP00000321196	Q8NH76	PF13853	37-312	0	Non-PRD proteins
ENSG00000105771	ENSP00000270066	Q9H0W8	PF10220	198-351	0	Non-PRD proteins
ENSG00000101421	ENSP00000217402	Q9H444	PF03357	24-199	0	Viral-binding non-PRDs
ENSG00000183396	ENSP00000329557	A2RUT3	PF15098	23-156	0	Non-PRD proteins
ENSG00000108100	ENSP00000363836	Q8ND76	PF00134	143-265	0	viral-binding PRDs
ENSG00000065923	ENSP00000480916	A0A087WXD1	PF00999	77-535	0	Non-PRD proteins
ENSG00000133193	ENSP00000384832	Q969W3	PF15434	74-186	0	Viral-binding non-PRDs
ENSG00000125798	ENSP00000400341	Q9Y261	PF00250;PF08430;PF09354	158-244;16-158;373-446	1	Non-PRD proteins
ENSG00000166833	ENSP00000435395	A0A0A0MTE8	PF00307	88-193	1	Viral-binding non-PRDs
ENSG00000139192	ENSP00000266556	Q9BX59	PF07654;PF07686	303-389;195-301	1	Viral-binding non-PRDs
ENSG00000064601	ENSP00000361562	X6R8A1	PF00450	57-495	1	Viral-binding non-PRDs
ENSG00000165171	ENSP00000297873	Q8N6F8	PF13649	71-161	0	Non-PRD proteins
ENSG00000112081	ENSP00000362820	P84103	PF00076	12-77	0	viral-binding PRDs
ENSG00000171763	ENSP00000305494	Q9BVQ7	PF00004;PF00004;PF17862;PF17862	237-368;501-652;390-439;674-721	0	Viral-binding non-PRDs
ENSG00000147488	ENSP00000276480	O60284	PF01530;PF01530;PF01530;PF01530;PF01530;PF01530;PF08474	367-394;411-439;723-751;767-795;815-843;868-896;478-715	1	Non-PRD proteins
ENSG00000132446	ENSP00000368207	Q9BXU8	PF00210	18-159	0	Non-PRD proteins
ENSG00000133665	ENSP00000361272	A0A0A0MRQ7	PF05186	15-56	0	Non-PRD proteins
ENSG00000140839	ENSP00000341051	Q6UXF7	PF00059;PF00188	316-443;52-182	1	Non-PRD proteins
ENSG00000092140	ENSP00000451653	G3V483	PF13771;PF00632	71-158;439-726	0	Viral-binding non-PRDs
ENSG00000159871	ENSP00000367185	Q6UWN5	PF00021	135-214	0	Non-PRD proteins
ENSG00000198692	ENSP00000354722	O14602	PF01176	32-94	0	Viral-binding non-PRDs
ENSG00000168438	ENSP00000357926	Q5SRN1	PF00400;PF00400;PF00400;PF00400	278-317;322-360;364-404;408-446	1	Inferred viral-binding PRDs
ENSG00000257008	ENSP00000335158	Q7Z601	PF00001	175-414	1	Non-PRD proteins
ENSG00000091656	ENSP00000498627	Q86UP3	PF00046;PF00046;PF00046;PF00046;PF12874;PF00096	2085-2141;2182-2238;2561-2617;2885-2941;699-723;1548-1572	1	PRD proteins
ENSG00000172061	ENSP00000413707	Q8TF66	PF13855;PF13855;PF13855;PF13855	149-209;197-257;245-305;293-353	0	Non-PRD proteins
ENSG00000285880	ENSP00000497740	A0A3B3IT50	PF00001	2-174	1	Non-PRD proteins
ENSG00000115289	ENSP00000233630	Q9BSM1	PF16207;PF13923	190-253;46-85	0	Non-PRD proteins
ENSG00000232040	ENSP00000395259	Q6R2W3	PF02023	48-137	0	Non-PRD proteins
ENSG00000039560	ENSP00000427123	Q9P0K7	PF13857;PF13637;PF12796;PF12796	171-225;119-172;23-116;104-182	1	Viral-binding non-PRDs
ENSG00000160505	ENSP00000301295	Q96MN2	PF05729;PF13516;PF13516;PF13516;PF02758;PF17779;PF17776	149-318;749-766;805-828;862-885;10-86;394-450;452-568	0	Non-PRD proteins
ENSG00000165996	ENSP00000355308	B0YJ81	PF04387	119-280	1	Non-PRD proteins
ENSG00000213047	ENSP00000479816	Q6P3S1	PF02141;PF03456;PF03455	92-291;29-88;355-405	0	Non-PRD proteins
ENSG00000235194	ENSP00000408288	Q9H7J1	PF03370	156-259	0	Viral-binding non-PRDs
ENSG00000167840	ENSP00000250076	Q9UNY5	PF02023;PF00096;PF00096;PF00096;PF00096	48-137;276-298;304-326;332-354;360-382	0	Non-PRD proteins
ENSG00000079277	ENSP00000498083	Q9BUB5	PF00069;PF00069	50-172;203-374	0	viral-binding PRDs
ENSG00000166997	ENSP00000262932	Q8N129	PF11938	37-196	0	Non-PRD proteins
ENSG00000099822	ENSP00000251287	Q9UL51	PF00027;PF00520;PF08412	562-645;211-474;167-210	1	Non-PRD proteins
ENSG00000138617	ENSP00000261888	Q8N5Y8	PF00644;PF18084	102-273;11-90	0	Non-PRD proteins
ENSG00000162433	ENSP00000322175	P27144	PF00406;PF05191	10-190;126-161	0	Non-PRD proteins
ENSG00000249141	ENSP00000426906	H0YAE9	PF00445	15-171	0	Non-PRD proteins
ENSG00000204842	ENSP00000446576	Q99700	PF14438;PF06741;PF07145	265-341;409-476;909-926	1	Viral-binding non-PRDs
ENSG00000102794	ENSP00000366682	A6NK06	PF03972	7-449	1	Non-PRD proteins
ENSG00000143498	ENSP00000339976	Q15573	PF14929	63-423	1	Viral-binding non-PRDs
ENSG00000166444	ENSP00000319678	P78524	PF02141;PF03456;PF03455	791-975;716-783;1055-1103	0	Viral-binding non-PRDs
ENSG00000158417	ENSP00000289371	O60841	PF00009;PF03144;PF11987	629-844;870-948;963-1070	0	Viral-binding non-PRDs
ENSG00000144161	ENSP00000483976	A0A0C4DGZ1	PF18345;PF14608;PF00642	226-244;248-269;192-217	0	Viral-binding non-PRDs
ENSG00000109083	ENSP00000464443	Q8IY31	PF14931	10-128	1	Non-PRD proteins
ENSG00000149743	ENSP00000378050	Q86TN4	PF01885	26-203	1	Viral-binding non-PRDs
ENSG00000141449	ENSP00000412060	Q9C091	PF15782	1-1923	1	Non-PRD proteins
ENSG00000261221	ENSP00000457715	P0CJ78	PF13912;PF13912;PF13912;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096	252-277;440-466;697-721;224-246;350-372;378-400;407-429;550-572;606-628;904-926;932-954;960-982	0	Non-PRD proteins
ENSG00000196289	ENSP00000488361	A8MW95	PF04111;PF17675	246-427;116-243	0	Non-PRD proteins
ENSG00000130487	ENSP00000497256	A0A3B3ISF6	PF01344;PF01344	984-1033;1035-1076	0	PRD proteins
ENSG00000054803	ENSP00000064571	Q9NTU7	PF00386	72-198	1	Non-PRD proteins
ENSG00000131471	ENSP00000312326	Q16853	PF02728;PF02727;PF01179	169-269;66-152;314-721	0	Viral-binding non-PRDs
ENSG00000108622	ENSP00000388666	P13598	PF03921	24-114	0	Viral-binding non-PRDs
ENSG00000142082	ENSP00000372191	Q9NTG7	PF02146	145-326	1	Viral-binding non-PRDs
ENSG00000137776	ENSP00000369887	Q9NWH9	PF02037;PF00076	22-56;386-456	0	PRD proteins
ENSG00000171928	ENSP00000305654	Q9NYZ1	PF05832	32-174	0	Non-PRD proteins
ENSG00000177257	ENSP00000424598	O15263	PF00711	27-62	0	Non-PRD proteins
ENSG00000215421	ENSP00000299687	Q9C0G0	PF00096;PF00096	1628-1650;1714-1736	1	Non-PRD proteins
ENSG00000157191	ENSP00000391942	Q9NVZ3	PF07933	6-163	1	Viral-binding non-PRDs
ENSG00000165288	ENSP00000362372	Q6RI45	PF00439;PF00439;PF00400;PF00400;PF00400;PF00400;PF00400	1147-1233;1309-1418;169-207;212-250;254-296;352-392;455-494	0	PRD proteins
ENSG00000286135	ENSP00000498797	A0A494C103	PF00431	30-129	0	Non-PRD proteins
ENSG00000128917	ENSP00000249749	Q9NR61	PF01414;PF12661;PF00008;PF00008;PF00008;PF00008;PF07657	155-217;411-432;281-320;328-358;366-398;444-474;27-89	1	Non-PRD proteins
ENSG00000183378	ENSP00000484497	A0A087X1V8	PF00089;PF00431;PF00431	52-294;311-418;431-540	1	PRD proteins
ENSG00000213463	ENSP00000256366	P57105	PF00595	13-97	0	Inferred viral-binding PRDs
ENSG00000149328	ENSP00000344659	Q8IW92	PF01301	53-368	1	Non-PRD proteins
ENSG00000059378	ENSP00000263549	Q9H0J9	PF00644;PF00642;PF02825	507-679;177-201;377-458	1	Viral-binding non-PRDs
ENSG00000165102	ENSP00000368965	Q68CP4	PF07786	267-428	0	Non-PRD proteins
ENSG00000085415	ENSP00000382779	Q96EE3	PF00400;PF00400	5-40;268-306	0	Inferred viral-binding PRDs
ENSG00000089220	ENSP00000261313	P30086	PF01161	25-169	0	Viral-binding non-PRDs
ENSG00000103710	ENSP00000220062	Q9NYN1	PF00071	22-185	0	Non-PRD proteins
ENSG00000106399	ENSP00000223129	P35244	PF08661	5-113	0	Viral-binding non-PRDs
ENSG00000168078	ENSP00000428489	Q96KB5	PF00069	33-318	0	Inferred viral-binding PRDs
ENSG00000010017	ENSP00000011619	Q96S59	PF00622;PF08513;PF10607	214-332;367-393;403-711	1	viral-binding PRDs
ENSG00000153707	ENSP00000438164	P23468	PF07679;PF07679;PF00102;PF00102;PF00041;PF00041;PF00041;PF00041;PF00041;PF00041;PF00041;PF13927	24-115;126-225;1380-1611;1669-1902;324-405;419-504;517-597;611-699;713-812;825-907;920-1006;235-306	1	Non-PRD proteins
ENSG00000117069	ENSP00000417583	Q9BVH7	PF00777	79-317	1	Non-PRD proteins
ENSG00000227686	ENSP00000392396	A0A140T954	PF00043;PF00133	93-198;308-366	0	Non-PRD proteins
ENSG00000206047	ENSP00000372139	P59665	PF00323;PF00879	66-94;1-52	0	Viral-binding non-PRDs
ENSG00000148655	ENSP00000480240	A0A087WWI0	PF14580	6-178	0	Non-PRD proteins
ENSG00000078814	ENSP00000483640	A0A087X0T3	PF00063;PF02736;PF01576	127-814;73-113;891-1972	1	Non-PRD proteins
ENSG00000162373	ENSP00000360899	Q7L4P6	PF10523	323-401	0	Viral-binding non-PRDs
ENSG00000168481	ENSP00000302297	Q8N145	PF13855;PF13855;PF03736;PF03736;PF03736;PF03736;PF03736;PF03736;PF03736	64-124;113-172;222-263;268-309;314-360;363-405;410-452;455-496;501-541	1	Non-PRD proteins
ENSG00000189377	ENSP00000472467	Q6UXB2	PF15211	23-111	0	Non-PRD proteins
ENSG00000188778	ENSP00000343782	P13945	PF00001	54-346	1	Non-PRD proteins
ENSG00000187902	ENSP00000365503	A6NL88	PF13908	79-152	0	Non-PRD proteins
ENSG00000111275	ENSP00000261733	P05091	PF00171	45-508	0	Viral-binding non-PRDs
ENSG00000104774	ENSP00000395473	O00754	PF07748;PF01074;PF17677;PF09261	607-823;64-381;899-1001;386-483	0	Viral-binding non-PRDs
ENSG00000116176	ENSP00000234798	Q9NRR2	PF00089	38-265	0	PRD proteins
ENSG00000263528	ENSP00000464030	Q14164	PF00069;PF18396;PF18394	9-301;308-393;400-646	1	viral-binding PRDs
ENSG00000149806	ENSP00000431822	P35544	PF00240	3-72	0	Viral-binding non-PRDs
ENSG00000188394	ENSP00000482287	Q99679	PF00001	45-304	0	Non-PRD proteins
ENSG00000073008	ENSP00000402060	A0A0C4DG49	PF08205;PF07686	147-232;32-142	0	Viral-binding non-PRDs
ENSG00000107262	ENSP00000489189	J3QTA2	PF00240;PF02179	144-222;227-325	0	Viral-binding non-PRDs
ENSG00000111339	ENSP00000228936	Q93070	PF01129	55-277	1	Non-PRD proteins
ENSG00000143183	ENSP00000480514	Q9UM00	PF01956	49-217	1	Viral-binding non-PRDs
ENSG00000075407	ENSP00000354377	P17032	PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF01352	271-293;299-321;327-349;355-377;383-405;411-433;467-489;495-517;523-545;7-48	0	Viral-binding non-PRDs
ENSG00000103404	ENSP00000219689	Q70CQ4	PF00443	128-762	0	Non-PRD proteins
ENSG00000204301	ENSP00000364163	Q99466	PF12661;PF12661;PF12661;PF00008;PF00008;PF00008;PF00008;PF00008;PF00008;PF00008;PF00008;PF00008;PF00008;PF00008;PF00008;PF07645;PF07645;PF07645;PF07645;PF07645;PF00066;PF00066;PF00066;PF06816;PF07684;PF12796;PF12796	35-57;127-149;364-385;160-189;238-272;280-308;479-509;517-547;593-623;771-801;810-838;896-926;934-964;972-1002;1050-1083;194-238;314-356;432-474;551-590;845-886;1167-1204;1211-1246;1248-1285;1295-1344;1378-1440;1638-1731;1712-1797	0	Viral-binding non-PRDs
ENSG00000148737	ENSP00000348274	Q9NQB0	PF00505;PF08347	350-418;1-259	1	Viral-binding non-PRDs
ENSG00000164953	ENSP00000389998	Q5HYA8	PF09773	167-995	0	Non-PRD proteins
ENSG00000187122	ENSP00000266058	O75093	PF02210;PF12661;PF12661;PF00008;PF00008;PF00008;PF00008;PF00008;PF13855;PF13855;PF13855;PF13855;PF13855;PF13855;PF13855;PF13855;PF13855;PF13855;PF01462;PF01462;PF01462;PF01463;PF01463;PF01463;PF01463	1194-1322;1136-1157;1347-1368;929-960;968-1001;1009-1039;1047-1079;1087-1117;61-121;109-169;157-217;309-369;357-412;381-441;589-649;613-673;761-820;808-868;33-60;281-308;733-760;239-264;463-488;695-720;890-915	0	Viral-binding non-PRDs
ENSG00000138135	ENSP00000360918	O95992	PF04116	128-263	0	Viral-binding non-PRDs
ENSG00000139433	ENSP00000315263	Q9NZD2	PF08718	18-167	0	Viral-binding non-PRDs
ENSG00000130921	ENSP00000253233	Q9H3J6	PF00472	48-164	0	Non-PRD proteins
ENSG00000182022	ENSP00000402394	Q7LFX5	PF13469	254-503	0	Non-PRD proteins
ENSG00000035499	ENSP00000265036	Q8WUY9	PF00610;PF00620	27-106;266-346	1	PRD proteins
ENSG00000237649	ENSP00000393963	Q9BW19	PF00225	349-663	0	Non-PRD proteins
ENSG00000082175	ENSP00000325120	P06401	PF00105;PF00104;PF02161	565-634;704-891;1-564	1	PRD proteins
ENSG00000110031	ENSP00000431284	O60711	PF00412;PF00412;PF00412;PF00412	152-207;211-266;270-325;329-384	1	Viral-binding non-PRDs
ENSG00000078747	ENSP00000262650	Q96J02	PF00168;PF00632;PF00397;PF00397;PF00397;PF00397	18-116;598-903;328-357;360-389;440-469;480-509	1	viral-binding PRDs
ENSG00000196724	ENSP00000407039	J3KQR4	PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF01352	251-273;279-301;307-329;335-357;363-385;391-413;419-441;447-469;475-497;503-525;531-553;559-581;612-634;640-662;668-690;25-66	0	Non-PRD proteins
ENSG00000110048	ENSP00000263847	P22059	PF00169;PF01237	90-181;418-793	1	Non-PRD proteins
ENSG00000136197	ENSP00000413029	Q9BPX7	PF18474;PF07000	1-218;248-409	1	Non-PRD proteins
ENSG00000102870	ENSP00000262525	Q9UEG4	PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096	150-172;179-200;206-228;234-256;262-284;290-312;318-340;346-368;374-396;402-424;430-452;458-480;486-508;714-736	0	Viral-binding non-PRDs
ENSG00000138271	ENSP00000260843	Q9BY21	PF00001	59-314	1	Viral-binding non-PRDs
ENSG00000137860	ENSP00000315006	O43868	PF01773;PF07662;PF07670	178-251;361-585;258-358	0	Non-PRD proteins
ENSG00000198960	ENSP00000444537	Q7L4S7	PF04826	105-297	0	Non-PRD proteins
ENSG00000125861	ENSP00000313423	Q9GZZ7	PF02351;PF02351	26-105;117-241	0	Non-PRD proteins
ENSG00000169800	ENSP00000307155	Q15415	PF08081;PF00076	174-218;10-79	0	viral-binding PRDs
ENSG00000104835	ENSP00000472847	Q9NP81	PF00587	284-468	0	Viral-binding non-PRDs
ENSG00000162444	ENSP00000294435	Q96R05	PF00061	6-134	1	Non-PRD proteins
ENSG00000134480	ENSP00000494460	A0A2R8YEM2	PF16899;PF00134	162-260;31-159	1	viral-binding PRDs
ENSG00000144724	ENSP00000418112	P23470	PF00102;PF00102;PF00194;PF00041	874-1118;1175-1409;59-320;348-436	1	Non-PRD proteins
ENSG00000101464	ENSP00000217446	Q9H490	PF06728	10-394	1	Viral-binding non-PRDs
ENSG00000164091	ENSP00000296490	Q6UXN9	PF00400;PF00400;PF00400	9-49;97-135;226-267	0	Inferred viral-binding PRDs
ENSG00000134291	ENSP00000446657	Q9BVX2	PF07092	17-248	1	Viral-binding non-PRDs
